Date,Open,High,Low,Close,Adj Close,Volume
1993-04-27,24.799999,25.400000,24.500000,24.500000,24.500000,0
1993-04-28,24.500000,24.600000,23.700001,24.299999,24.299999,0
1993-04-29,24.299999,24.799999,23.700001,23.700001,23.700001,0
1993-04-30,23.700001,24.200001,23.700001,24.100000,24.100000,0
1993-05-03,24.100000,24.400000,23.799999,24.100000,24.100000,0
1993-05-04,24.100000,25.000000,24.100000,24.900000,24.900000,0
1993-05-05,24.900000,24.900000,24.299999,24.600000,24.600000,0
1993-05-06,24.600000,25.700001,24.600000,25.600000,25.600000,0
1993-05-07,25.600000,26.100000,25.500000,25.799999,25.799999,0
1993-05-10,25.799999,25.799999,25.100000,25.200001,25.200001,0
1993-05-11,25.200001,26.299999,25.100000,26.299999,26.299999,0
1993-05-12,26.299999,27.100000,26.200001,26.700001,26.700001,0
1993-05-13,26.700001,27.600000,26.700001,27.400000,27.400000,0
1993-05-14,27.400000,27.900000,27.400000,27.799999,27.799999,0
1993-05-17,27.799999,29.299999,27.700001,29.299999,29.299999,0
1993-05-18,29.299999,30.000000,29.299999,29.500000,29.500000,0
1993-05-19,29.500000,30.299999,29.500000,29.900000,29.900000,0
1993-05-20,29.900000,32.099998,29.900000,32.000000,32.000000,0
1993-05-21,32.000000,33.500000,31.700001,33.200001,33.200001,0
1993-05-24,33.200001,34.299999,33.200001,33.799999,33.799999,0
1993-05-25,33.799999,34.500000,33.799999,34.400002,34.400002,0
1993-05-26,34.400002,35.599998,34.400002,35.000000,35.000000,0
1993-05-27,35.000000,35.099998,34.700001,34.799999,34.799999,0
1993-05-28,34.900002,34.900002,34.900002,34.900002,34.900002,0
1993-05-31,34.900002,34.900002,34.900002,34.900002,34.900002,0
1993-06-01,35.400002,37.200001,35.400002,37.200001,37.200001,0
1993-06-02,37.799999,39.599998,37.799999,39.299999,39.299999,0
1993-06-03,39.500000,40.900002,38.799999,40.799999,40.799999,0
1993-06-04,41.099998,42.000000,40.500000,41.200001,41.200001,0
1993-06-07,41.000000,43.299999,41.000000,42.200001,42.200001,0
1993-06-08,42.400002,43.000000,42.000000,42.200001,42.200001,0
1993-06-09,42.200001,42.299999,41.200001,41.500000,41.500000,0
1993-06-10,null,null,null,null,null,null
1993-06-11,44.599998,44.900002,44.599998,44.900002,44.900002,0
1993-06-14,44.900002,46.000000,44.500000,45.200001,45.200001,0
1993-06-15,45.200001,47.599998,45.200001,45.900002,45.900002,0
1993-06-16,45.900002,49.400002,45.900002,49.400002,49.400002,0
1993-06-17,49.400002,53.099998,44.400002,47.099998,47.099998,0
1993-06-18,47.099998,49.099998,46.500000,47.400002,47.400002,0
1993-06-21,47.400002,48.900002,47.099998,47.900002,47.900002,0
1993-06-22,47.900002,49.599998,47.299999,49.500000,49.500000,0
1993-06-23,49.500000,51.299999,48.099998,48.099998,48.099998,0
1993-06-24,48.099998,49.299999,47.700001,48.700001,48.700001,0
1993-06-25,48.700001,52.200001,48.700001,52.200001,52.200001,0
1993-06-28,52.200001,54.799999,51.000000,53.599998,53.599998,0
1993-06-29,53.599998,54.599998,52.700001,52.900002,52.900002,0
1993-06-30,52.900002,54.200001,52.900002,53.700001,53.700001,0
1993-07-01,53.700001,55.099998,52.099998,52.299999,52.299999,0
1993-07-02,52.299999,53.599998,51.700001,52.299999,52.299999,0
1993-07-05,53.900002,54.900002,53.799999,54.900002,54.900002,0
1993-07-06,55.299999,56.700001,55.299999,56.099998,56.099998,0
1993-07-07,56.099998,57.599998,56.099998,57.500000,57.500000,0
1993-07-08,57.500000,58.000000,56.400002,57.099998,57.099998,0
1993-07-09,57.099998,58.799999,57.099998,58.799999,58.799999,0
1993-07-12,58.799999,60.599998,58.799999,59.700001,59.700001,0
1993-07-13,59.700001,60.500000,59.299999,60.400002,60.400002,0
1993-07-14,60.400002,60.400002,57.799999,58.000000,58.000000,0
1993-07-15,58.000000,58.799999,56.799999,57.099998,57.099998,0
1993-07-16,57.099998,58.599998,56.500000,58.299999,58.299999,0
1993-07-19,58.299999,59.299999,58.299999,59.200001,59.200001,0
